Id,Name,Birthday,Birth Country,Team Id,Team Name
8474149,Evgenii Dadonov,1989-03-12,RUS,54,Vegas Golden Knights
8474565,Alex Pietrangelo,1990-01-18,CAN,54,Vegas Golden Knights
8475188,Brayden McNabb,1991-01-21,CAN,54,Vegas Golden Knights
8475191,Reilly Smith,1991-04-01,CAN,54,Vegas Golden Knights
8475215,Robin Lehner,1991-07-24,SWE,54,Vegas Golden Knights
8475913,Mark Stone,1992-05-13,CAN,54,Vegas Golden Knights
8476316,Laurent Brossoit,1993-03-23,CAN,54,Vegas Golden Knights
8476448,William Karlsson,1993-01-08,SWE,54,Vegas Golden Knights
8476539,Jonathan Marchessault,1990-12-27,CAN,54,Vegas Golden Knights
8476905,Chandler Stephenson,1994-04-22,CAN,54,Vegas Golden Knights
8477018,Ben Hutton,1993-04-20,CAN,54,Vegas Golden Knights
8477406,Mattias Janmark,1992-12-08,SWE,54,Vegas Golden Knights
8477447,Shea Theodore,1995-08-03,CAN,54,Vegas Golden Knights
8477478,William Carrier,1994-12-20,CAN,54,Vegas Golden Knights
8478020,Michael Amadio,1996-05-13,CAN,54,Vegas Golden Knights
8478434,Keegan Kolesar,1997-04-08,CAN,54,Vegas Golden Knights
8478462,Nicolas Roy,1997-02-05,CAN,54,Vegas Golden Knights
8478996,Adam Brooks,1996-05-06,CAN,54,Vegas Golden Knights
8479353,Brett Howden,1998-03-29,CAN,54,Vegas Golden Knights
8479639,Dylan Coghlan,1998-02-19,CAN,54,Vegas Golden Knights
8479974,Nolan Patrick,1998-09-19,CAN,54,Vegas Golden Knights
8480313,Logan Thompson,1997-02-25,CAN,54,Vegas Golden Knights
8480727,Zach Whitecloud,1996-11-28,CAN,54,Vegas Golden Knights
8479293,Brandon Tanev,1991-12-31,CAN,55,Seattle Kraken
8478407,Vince Dunn,1996-10-29,CAN,55,Seattle Kraken
8478891,Mason Appleton,1996-01-15,USA,55,Seattle Kraken
8479986,Kole Lind,1998-10-16,CAN,55,Seattle Kraken
8470966,Mark Giordano,1983-10-03,CAN,55,Seattle Kraken
8474586,Jordan Eberle,1990-05-15,CAN,55,Seattle Kraken
8475149,Marcus Johansson,1990-10-06,SWE,55,Seattle Kraken
8475714,Calle Jarnkrok,1991-09-25,SWE,55,Seattle Kraken
8475768,Jaden Schwartz,1992-06-25,CAN,55,Seattle Kraken
8475772,Riley Sheahan,1991-12-07,CAN,55,Seattle Kraken
8475820,Joonas Donskoi,1992-04-13,FIN,55,Seattle Kraken
8475831,Philipp Grubauer,1991-11-25,DEU,55,Seattle Kraken
8476278,Colin Blackwell,1993-03-28,USA,55,Seattle Kraken
8476457,Adam Larsson,1992-11-12,SWE,55,Seattle Kraken
8476467,Jamie Oleksiak,1992-12-21,CAN,55,Seattle Kraken
8476826,Yanni Gourde,1991-12-15,CAN,55,Seattle Kraken
8476904,Chris Driedger,1994-05-18,CAN,55,Seattle Kraken
8477369,Carson Soucy,1994-07-27,CAN,55,Seattle Kraken
8477505,Alex Wennberg,1994-09-22,SWE,55,Seattle Kraken
8477938,Haydn Fleury,1996-07-08,CAN,55,Seattle Kraken
8477955,Jared McCann,1996-05-31,CAN,55,Seattle Kraken
8477987,Ryan Donato,1996-04-09,USA,55,Seattle Kraken
8478468,Jeremy Lauzon,1997-04-28,CAN,55,Seattle Kraken
8478840,Will Borgen,1996-12-19,USA,55,Seattle Kraken
8479987,Morgan Geekie,1998-07-20,CAN,55,Seattle Kraken
